anime,Gênero do anime,anime_url,anime_img,Quantidade de episódios do anime,Votos totais do anime,Avaliação do anime,Avaliação Categoria do anime,Contagem total de votos de todos os animes
Hand Shakers,"Action, Sci-fi",https://www.crunchyroll.com/hand-shakers,https://img1.ak.crunchyroll.com/i/spire1/032245ab62bb06c16aa8a789f5e3c0a01483481129_full.jpg,12,98,2.78,Neutro,269909
Conception,"Action, Adventure, Drama, Fantasy, Romance, Sci-fi",https://www.crunchyroll.com/conception,https://img1.ak.crunchyroll.com/i/spire4/94eac17b8d3ebe2ee6bc350e1ef5d01c1542152655_full.jpg,12,97,2.32,Neutro,269909
Yamishibai,"Mystery, Supernatural, Thriller",https://www.crunchyroll.com/yamishibai-japanese-ghost-stories,https://img1.ak.crunchyroll.com/i/spire4/31da37d7c4bd05f26a7a725c8644ddd01563476725_full.jpg,91,95,4.38,Excelente,269909
gen:LOCK,"Action, Mecha, Sci-fi",https://www.crunchyroll.com/genlock,https://img1.ak.crunchyroll.com/i/spire2/8f29f3c9831e154b5710c404f054e1ee1552422805_full.jpg,8,95,4.0,Bom,269909
Folktales from Japan,Historical,https://www.crunchyroll.com/folktales-from-japan,https://img1.ak.crunchyroll.com/i/spire3/684ad6c99f577b7b5787182336683e531333392267_full.jpg,300,94,4.77,Excelente,269909
DAKAICHI -I'm being harassed by the sexiest man of the year-,Romance,https://www.crunchyroll.com/dakaichi-im-being-harassed-by-the-sexiest-man-of-the-year-,https://img1.ak.crunchyroll.com/i/spire4/79f68cf5a484fd76a8541402219008bf1538685129_full.jpg,13,94,4.3,Excelente,269909
Bloodivores,"Action, Supernatural",https://www.crunchyroll.com/bloodivores,https://img1.ak.crunchyroll.com/i/spire4/aec845d8085ccec1cc79b20efc0d58c51475290253_full.jpg,12,94,2.41,Neutro,269909
Humanity Has Declined,Comedy,https://www.crunchyroll.com/humanity-has-declined,https://img1.ak.crunchyroll.com/i/spire4/1ef4549fcc8dac99124c88762dbc8fa61341866033_full.jpg,12,93,4.43,Excelente,269909
Hamatora,"Action, Comedy, Drama, Mystery, Supernatural",https://www.crunchyroll.com/hamatora,https://img1.ak.crunchyroll.com/i/spire3/61849030ff063efbe3db1967e784cca81403722479_full.jpg,24,93,4.17,Excelente,269909
The Silver Guardian,"Action, Fantasy, Isekai, Sci-fi, Supernatural",https://www.crunchyroll.com/the-silver-guardian,https://img1.ak.crunchyroll.com/i/spire4/698978eb7949bd7ff17fc24bc5507ed01517265381_full.jpg,18,93,2.9,Neutro,269909
Dog & Scissors,"Comedy, Supernatural",https://www.crunchyroll.com/dog-scissors,https://img1.ak.crunchyroll.com/i/spire1/11a62f3a994a5141b676a5143f446cab1372351901_full.jpg,12,91,3.93,Bom,269909
GTO - The Animation,"Comedy, Drama, Shonen, Slice of life",https://www.crunchyroll.com/gto-the-animation,https://img1.ak.crunchyroll.com/i/spire4/427663c5467a47bba8920b42b0d914601421362319_full.jpg,43,90,4.91,Excelente,269909
Dog Days,"Action, Comedy",https://www.crunchyroll.com/dog-days,https://img1.ak.crunchyroll.com/i/spire4/40e69e936b635582fcc06d2d7c511f521341873931_full.jpg,26,90,4.3,Excelente,269909
Death Note (Drama),,https://www.crunchyroll.com/death-note-drama,https://img1.ak.crunchyroll.com/i/spire1/3999468c85d84fec48ef4e9285126cdc1435357508_full.jpg,11,90,4.21,Excelente,269909
Ulysses: Jeanne d'Arc and the Alchemist Knight,"Action, Fantasy, Historical",https://www.crunchyroll.com/ulysses-jeanne-darc-and-the-alchemist-knight,https://img1.ak.crunchyroll.com/i/spire4/931233b5ec5d927627fc2befd3de82c51538905668_full.jpg,12,90,2.11,Neutro,269909
Mr. Osomatsu,"Comedy, Slice of life",https://www.crunchyroll.com/mr-osomatsu,https://img1.ak.crunchyroll.com/i/spire2/41b73fd37f07c16d00e5f95fe65fd6d01507070357_full.jpg,58,89,4.71,Excelente,269909
When Supernatural Battles Became Commonplace,"Action, Comedy, Harem, Romance, Slice of life, Supernatural",https://www.crunchyroll.com/when-supernatural-battles-became-commonplace,https://img1.ak.crunchyroll.com/i/spire4/343fbff5bc29e9d0ef8fe736befe4f4d1412188972_full.jpg,12,89,4.16,Excelente,269909
PERSONA5 the Animation,"Action, Mystery, Supernatural, Thriller",https://www.crunchyroll.com/persona5-the-animation,https://img1.ak.crunchyroll.com/i/spire1/1ac5964acca6075b83c1dd8329ce76661523323666_full.jpg,28,89,3.94,Bom,269909
FLIP FLAPPERS,"Adventure, Comedy, Fantasy, Magical girls",https://www.crunchyroll.com/flip-flappers,https://img1.ak.crunchyroll.com/i/spire3/bfc0dcf6dfb992e804d93ac901b58f121475743603_full.jpg,13,88,4.74,Excelente,269909
Keep Your Hands Off Eizouken!,"Adventure, Comedy, Drama, Slice of life",https://www.crunchyroll.com/keep-your-hands-off-eizouken,https://img1.ak.crunchyroll.com/i/spire4/5f9d50bdd044a1579c4cd4abd27052741578512245_full.jpg,11,88,4.69,Excelente,269909
We Never Learn: BOKUBEN,"Comedy, Harem, Romance, Shonen, Slice of life",https://www.crunchyroll.com/we-never-learn-bokuben,https://img1.ak.crunchyroll.com/i/spire1/81d7ab94ac21c379f1bda02b727d5f581570827991_full.jpg,26,87,4.56,Excelente,269909
Love is Like a Cocktail,"Comedy, Romance, Seinen, Slice of life",https://www.crunchyroll.com/love-is-like-a-cocktail,https://img1.ak.crunchyroll.com/i/spire2/10087727231e15280b95f55cd689738e1506994552_full.jpg,13,87,4.11,Excelente,269909
Fate/kaleid liner PRISMA ILLYA,"Action, Fantasy, Magical girls, Supernatural",https://www.crunchyroll.com/fatekaleid-liner-prisma-illya,https://img1.ak.crunchyroll.com/i/spire4/0596d472c2d22364f518b189a84698e51469651323_full.jpg,42,87,4.09,Excelente,269909
Hitori No Shita - The Outcast,"Action, Supernatural",https://www.crunchyroll.com/hitori-no-shita-the-outcast,https://img1.ak.crunchyroll.com/i/spire3/bf48884c9a037c2a99be2f879ef4ac201517264115_full.jpg,37,87,3.91,Bom,269909
School Babysitters,"Comedy, Drama, Shojo, Slice of life",https://www.crunchyroll.com/school-babysitters,https://img1.ak.crunchyroll.com/i/spire2/9623d4b3535916a4289390665ad31b481514496828_full.jpg,13,86,4.8,Excelente,269909
Orenchi no Furo Jijo,"Comedy, Fantasy, Romance, Shojo, Slice of life",https://www.crunchyroll.com/orenchi-no-furo-jijo,https://img1.ak.crunchyroll.com/i/spire4/47302e9f9128349dfecb0190e8e13a8f1412101098_full.jpg,13,86,4.35,Excelente,269909
In/Spectre,"Action, Drama, Fantasy, Mystery, Romance, Supernatural, Thriller",https://www.crunchyroll.com/inspectre,https://img1.ak.crunchyroll.com/i/spire2/db091db10d71a19dc8ea5ba3e45513371582643783_full.jpg,11,85,3.85,Bom,269909
BLACKFOX,"Action, Sci-fi",https://www.crunchyroll.com/blackfox,https://img1.ak.crunchyroll.com/i/spire1/661555d55d71750ccb387d03b9ddb2431569527335_full.jpg,1,85,3.79,Bom,269909
Nobunaga Concerto,"Adventure, Comedy, Historical, Romance, Shonen",https://www.crunchyroll.com/nobunaga-concerto,https://img1.ak.crunchyroll.com/i/spire3/5d15b54851219a0146da0f60259c9a411405544841_full.jpg,10,84,4.79,Excelente,269909
Blood Blockade Battlefront,"Action, Drama, Sci-fi, Supernatural",https://www.crunchyroll.com/blood-blockade-battlefront,https://img1.ak.crunchyroll.com/i/spire2/7cf782a4e1b370ca33b36b33560c65421492725920_full.jpg,24,83,4.61,Excelente,269909
Is the Order a Rabbit?,"Comedy, Slice of life",https://www.crunchyroll.com/is-the-order-a-rabbit,https://img1.ak.crunchyroll.com/i/spire1/eb7240c98ed971b547c24d00c6753dfa1502320432_full.jpg,24,82,4.73,Excelente,269909
Golden Kamuy,"Action, Adventure, Drama, Historical, Mystery, Seinen, Slice of life",https://www.crunchyroll.com/golden-kamuy,https://img1.ak.crunchyroll.com/i/spire2/7943e146610905c512671cf3dfc2a4371539039331_full.jpg,24,82,4.68,Excelente,269909
Os Cavaleiros do Zodíaco - Saintia Sho,"Action, Fantasy, Sci-fi, Shonen",https://www.crunchyroll.com/saint-seiya-saintia-sho,https://img1.ak.crunchyroll.com/i/spire3/c918317a05a05ae850dcf1e832d41db21544441181_full.jpg,10,82,3.78,Bom,269909
Servant x Service,"Comedy, Romance, Seinen, Slice of life",https://www.crunchyroll.com/servant-x-service,https://img1.ak.crunchyroll.com/i/spire3/1b7b13d547ab551edd381dd21e52c5c31372367873_full.jpg,13,81,4.7,Excelente,269909
Hakata Tonkotsu Ramens,"Action, Drama, Mystery",https://www.crunchyroll.com/hakata-tonkotsu-ramens,https://img1.ak.crunchyroll.com/i/spire4/a76da2cd5cf2f8ad5ff7f65bcdf7f9341515720475_full.jpg,12,81,4.68,Excelente,269909
Kyousougiga,"Action, Fantasy, Sci-fi, Slice of life, Supernatural",https://www.crunchyroll.com/kyousougiga,https://img1.ak.crunchyroll.com/i/spire2/e662d743356aca32519bfb8c097f14d21533940075_full.jpg,13,80,4.78,Excelente,269909
Magical Sempai,Comedy,https://www.crunchyroll.com/magical-sempai,https://img1.ak.crunchyroll.com/i/spire2/27bef5a4d1d0832d5a57d61edb37dcc21562025344_full.jpg,12,80,4.25,Excelente,269909
"Actually, I Am","Comedy, Romance, Supernatural",https://www.crunchyroll.com/actually-i-am,https://img1.ak.crunchyroll.com/i/spire2/0fd1082ae518bbe2d8f86bbb5b363a4b1569972548_full.jpg,13,80,4.2,Excelente,269909
AKB0048,"Action, Adventure, Drama, Fantasy, Idols, Music, Sci-fi",https://www.crunchyroll.com/akb0048,https://img1.ak.crunchyroll.com/i/spire4/678a58d26a711c162379022cf8636d071357755177_full.jpg,26,78,4.68,Excelente,269909
Senyu.,"Action, Comedy, Fantasy, Shonen",https://www.crunchyroll.com/senyu,https://img1.ak.crunchyroll.com/i/spire2/137dacec22706566786f389c169e7c631357592135_full.jpg,26,78,4.35,Excelente,269909
Jingai-san no Yome,"Comedy, Romance, Slice of life",https://www.crunchyroll.com/jingai-san-no-yome,https://img1.ak.crunchyroll.com/i/spire4/d1c600997b5989b43618c0e9571a379a1538454455_full.jpg,12,78,3.44,Bom,269909
Sarazanmai,"Drama, Mystery, Supernatural, Thriller",https://www.crunchyroll.com/sarazanmai,https://img1.ak.crunchyroll.com/i/spire1/6ac75ffc09bdc81c6df78697793026191554851245_full.jpg,11,77,4.44,Excelente,269909
GRANBLUE FANTASY: The Animation,"Adventure, Fantasy",https://www.crunchyroll.com/granblue-fantasy-the-animation,https://img1.ak.crunchyroll.com/i/spire1/9a5a627d7b7e3ab596c5ad7ee90a3b6b1574294753_full.jpg,26,77,3.84,Bom,269909
She and Her Cat -Everything Flows-,"Drama, Fantasy, Seinen, Slice of life",https://www.crunchyroll.com/she-and-her-cat-everything-flows-,https://img1.ak.crunchyroll.com/i/spire1/b22619782b3d839792a268aa5ee3963e1456969538_full.jpg,4,76,4.67,Excelente,269909
The Comic Artist and His Assistants,"Comedy, Harem, Seinen, Slice of life",https://www.crunchyroll.com/the-comic-artist-and-his-assistants,https://img1.ak.crunchyroll.com/i/spire1/40cbda40ed7e21ac93a1923bfd7969d11396890296_full.jpg,12,76,4.33,Excelente,269909
Elegant Yokai Apartment Life,"Drama, Fantasy, Slice of life, Supernatural",https://www.crunchyroll.com/elegant-yokai-apartment-life,https://img1.ak.crunchyroll.com/i/spire2/9b6507692191013c76711b5267353b981506377409_full.jpg,26,76,4.13,Excelente,269909
SPACE PATROL LULUCO,"Action, Comedy, Fantasy, Romance, Sci-fi",https://www.crunchyroll.com/space-patrol-luluco,https://img1.ak.crunchyroll.com/i/spire1/c37c375a5bb578d9c5a2a2066a432ee71535153647_full.jpg,14,75,4.6,Excelente,269909
The Royal Tutor,"Comedy, Historical, Shonen, Slice of life",https://www.crunchyroll.com/the-royal-tutor,https://img1.ak.crunchyroll.com/i/spire3/fd531f6e42b7fd166808eb6d6139bc031491285980_full.jpg,13,74,4.55,Excelente,269909
The Perfect Insider,"Drama, Mystery, Sci-fi, Seinen, Thriller",https://www.crunchyroll.com/the-perfect-insider,https://img1.ak.crunchyroll.com/i/spire4/8aae68da50ab4deee3cf2799c5c920351444307632_full.jpg,11,74,3.88,Bom,269909
Mischievous Kiss - Love in Tokyo,,https://www.crunchyroll.com/mischievous-kiss-love-in-tokyo,https://img1.ak.crunchyroll.com/i/spire2/40c1b21442b151f2ab2cecda1c5467531388785705_full.jpg,16,73,4.51,Excelente,269909
YUKI YUNA IS A HERO,"Action, Adventure, Drama, Fantasy, Supernatural",https://www.crunchyroll.com/yuki-yuna-is-a-hero,https://img1.ak.crunchyroll.com/i/spire3/129170106f436c0b3858d5c29f4edffd1411664675_full.jpg,12,73,4.38,Excelente,269909
ISLAND,"Drama, Sci-fi, Slice of life",https://www.crunchyroll.com/island,https://img1.ak.crunchyroll.com/i/spire4/bd270bfef7fb3728f206c77181ff1ddc1530395200_full.jpg,12,73,3.47,Bom,269909
A Centaur's Life,"Comedy, Fantasy, Romance, Seinen, Slice of life",https://www.crunchyroll.com/a-centaurs-life,https://img1.ak.crunchyroll.com/i/spire3/9bcd2545e77b5c6b85fb4643e50c53241498717636_full.jpg,12,73,3.32,Bom,269909
THE UNLIMITED Hyobu Kyosuke,"Action, Adventure, Sci-fi, Supernatural",https://www.crunchyroll.com/the-unlimited-hyobu-kyosuke,https://img1.ak.crunchyroll.com/i/spire4/4cbfb16883364fb72ec70c3dbdea3ea21357307636_full.jpg,12,72,4.74,Excelente,269909
"Why the hell are you here, Teacher!?","Comedy, Harem, Romance",https://www.crunchyroll.com/why-the-hell-are-you-here-teacher,https://img1.ak.crunchyroll.com/i/spire2/7da2ccb8ecf6c5d58474907977f403c01556041780_full.jpg,12,72,3.96,Bom,269909
Hinomaru Sumo,"Action, Shonen, Sports",https://www.crunchyroll.com/hinomaru-sumo,https://img1.ak.crunchyroll.com/i/spire4/2bc4f717a5823c891535dfffe7a9b6111542152513_full.jpg,24,71,4.72,Excelente,269909
Legend of the Galactic Heroes: Die Neue These,"Action, Drama, Sci-fi",https://www.crunchyroll.com/legend-of-the-galactic-heroes-die-neue-these,https://img1.ak.crunchyroll.com/i/spire1/bf7eef450f46ab0092820efdbb9ebaf71524088559_full.jpg,24,71,4.42,Excelente,269909
KanColle,"Action, Sci-fi",https://www.crunchyroll.com/kancolle,https://img1.ak.crunchyroll.com/i/spire3/144827cf0ad5a2cc84abbc9072da97fc1420319530_full.jpg,12,71,4.0,Bom,269909
World Conquest Zvezda Plot,"Action, Adventure, Comedy, Fantasy, Sci-fi, Shonen",https://www.crunchyroll.com/world-conquest-zvezda-plot,https://img1.ak.crunchyroll.com/i/spire3/8bf53346872f4ccbe932eed438dc88781389117439_full.jpg,12,70,4.21,Excelente,269909
Mushibugyo,"Action, Adventure, Fantasy, Historical",https://www.crunchyroll.com/mushibugyo,https://img1.ak.crunchyroll.com/i/spire2/d3248f93882ab7879a116b837da056f41364699336_full.jpg,26,69,4.51,Excelente,269909
Kemono Friends,"Adventure, Comedy, Fantasy, Post-apocalyptic",https://www.crunchyroll.com/kemono-friends,https://img1.ak.crunchyroll.com/i/spire2/9d2ef3afda769a1ec026fbef8e3961451548270906_full.jpg,24,69,4.35,Excelente,269909
ARGEVOLLEN,"Action, Mecha, Sci-fi",https://www.crunchyroll.com/argevollen,https://img1.ak.crunchyroll.com/i/spire1/a32e9051ae6e45b5d9a24df9772d564e1403822513_full.jpg,24,69,3.25,Bom,269909
Dies irae,"Action, Fantasy, Historical",https://www.crunchyroll.com/dies-irae,https://img1.ak.crunchyroll.com/i/spire1/d289e8b3039d7e00cf456f8f92e69e9f1507249591_full.jpg,18,69,2.77,Neutro,269909
Hozuki's Coolheadedness,"Adventure, Comedy, Fantasy, Seinen, Slice of life, Supernatural",https://www.crunchyroll.com/hozukis-coolheadedness,https://img1.ak.crunchyroll.com/i/spire4/33c2be96128afbceefb25c670737ffa51388692549_full.jpg,13,68,4.71,Excelente,269909
Kaiji,,https://www.crunchyroll.com/kaiji,https://img1.ak.crunchyroll.com/i/spire2/3fa25448454d0bad417932c968ab08dd1372814041_full.jpg,52,68,4.68,Excelente,269909
BONJOUR♪Sweet Love Patisserie,"Harem, Romance, Slice of life",https://www.crunchyroll.com/bonjoursweet-love-patisserie,https://img1.ak.crunchyroll.com/i/spire3/dd27dac66302d221deedffbb02f6e10a1533234786_full.jpg,24,68,3.4,Bom,269909
JOKER GAME,"Action, Drama, Historical, Mystery, Seinen, Thriller",https://www.crunchyroll.com/joker-game,https://img1.ak.crunchyroll.com/i/spire4/5517e03413168381261af82e78643b681459548646_full.jpg,24,67,4.36,Excelente,269909
Netsuzou Trap -NTR-,"Drama, Romance, Shojo, Slice of life",https://www.crunchyroll.com/netsuzou-trap-ntr-,https://img1.ak.crunchyroll.com/i/spire3/37a8a4811f78c5a5c94b56b895bd70961499088159_full.jpg,12,67,3.04,Bom,269909
EVIL OR LIVE,"Drama, Seinen, Thriller",https://www.crunchyroll.com/evil-or-live,https://img1.ak.crunchyroll.com/i/spire2/cff1b0a4ff024ae982b120d135da22271507594687_full.jpg,13,67,2.85,Neutro,269909
Cerberus,"Action, Adventure, Fantasy",https://www.crunchyroll.com/cerberus,https://img1.ak.crunchyroll.com/i/spire3/0d3a3b9f3a98c68aee053c0bd4bd209b1459791495_full.jpg,13,67,2.33,Neutro,269909
Bananya,"Comedy, Slice of life",https://www.crunchyroll.com/bananya,https://img1.ak.crunchyroll.com/i/spire1/354ef4bb0e96d5a811bf746ab39e3aaf1569888917_full.jpg,26,66,4.56,Excelente,269909
Utawarerumono The False Faces,"Adventure, Fantasy, Sci-fi, Supernatural",https://www.crunchyroll.com/utawarerumono-the-false-faces,https://img1.ak.crunchyroll.com/i/spire2/4249b435053995a513fdfb4a770964c31452039373_full.jpg,25,66,3.41,Bom,269909
Cardcaptor Sakura: Clear Card,"Adventure, Comedy, Magical girls, Shojo",https://www.crunchyroll.com/cardcaptor-sakura-clear-card,https://img1.ak.crunchyroll.com/i/spire1/85c65c8830225c9bbcbda0158511e61d1515000706_full.jpg,23,65,4.6,Excelente,269909
DENKI-GAI,"Comedy, Slice of life",https://www.crunchyroll.com/denki-gai,https://img1.ak.crunchyroll.com/i/spire4/0bed4414c42a629cb1b1266d1f2d00e71411672392_full.jpg,12,65,4.52,Excelente,269909
Please tell me! Galko-chan,"Comedy, Slice of life",https://www.crunchyroll.com/please-tell-me-galko-chan,https://img1.ak.crunchyroll.com/i/spire1/3b5a18f23a00698f257efc1bba0666581452562889_full.jpg,12,65,4.38,Excelente,269909
Nanana's Buried Treasure,"Comedy, Supernatural",https://www.crunchyroll.com/nananas-buried-treasure,https://img1.ak.crunchyroll.com/i/spire2/ce54c8c3187f123afdf1cc3ee33d01d01397077264_full.jpg,11,65,4.31,Excelente,269909
OneRoom,"Drama, Romance, Slice of life",https://www.crunchyroll.com/oneroom,https://img1.ak.crunchyroll.com/i/spire1/5ad4fb6b4438a0d14d574601c2de66db1530554672_full.jpg,25,65,2.74,Neutro,269909
Triage X,"Action, Shonen",https://www.crunchyroll.com/triage-x,https://img1.ak.crunchyroll.com/i/spire3/3fa3b50e7dc9d580b5b6aa5da6bba6541428433138_full.jpg,10,64,3.23,Bom,269909
Sabagebu!,"Action, Comedy, Slice of life, Sports",https://www.crunchyroll.com/sabagebu-survival-game-club-,https://img1.ak.crunchyroll.com/i/spire4/113e3214f291fc167742e9ef02f8593e1404823328_full.jpg,12,63,4.68,Excelente,269909
ACCA: 13-Territory Inspection Dept.,"Adventure, Drama, Mystery, Sci-fi, Thriller",https://www.crunchyroll.com/acca-13-territory-inspection-dept,https://img1.ak.crunchyroll.com/i/spire4/b65412c28f6781d1d05b8378f0c2c1391484084470_full.jpg,13,63,4.63,Excelente,269909
AOKANA: Four Rhythm Across the Blue,"Comedy, Drama, Sci-fi, Sports",https://www.crunchyroll.com/aokana-four-rhythm-across-the-blue,https://img1.ak.crunchyroll.com/i/spire1/498366622af749f7bec1975e0e78010b1451956959_full.jpg,12,63,3.83,Bom,269909
Persona4 the Golden ANIMATION,"Action, Drama, Mystery, Slice of life, Supernatural, Thriller",https://www.crunchyroll.com/persona4-the-golden-animation,https://img1.ak.crunchyroll.com/i/spire2/eb010c5efc2550478889040ace097fa41404850653_full.jpg,12,63,3.75,Bom,269909
Chain Chronicle - The Light of Haecceitas -,"Action, Adventure, Fantasy",https://www.crunchyroll.com/chain-chronicle-the-light-of-haecceitas-,https://img1.ak.crunchyroll.com/i/spire3/659fdc090d5d00fccc3e7662647192f81481323284_full.jpg,24,63,3.38,Bom,269909
Skull-face Bookseller Honda-san,"Comedy, Shojo, Slice of life",https://www.crunchyroll.com/skull-face-bookseller-honda-san,https://img1.ak.crunchyroll.com/i/spire3/960c6bc0f0485cce7b86104dd213742e1538913760_full.jpg,12,62,4.61,Excelente,269909
Nobunagun,"Action, Sci-fi, Shonen",https://www.crunchyroll.com/nobunagun,https://img1.ak.crunchyroll.com/i/spire3/f86f9fd7b31f0374748a7704670266491389044977_full.jpg,13,62,4.55,Excelente,269909
Occultic;Nine,"Sci-fi, Supernatural, Thriller",https://www.crunchyroll.com/occulticnine,https://img1.ak.crunchyroll.com/i/spire1/e652c6a7de983d6b81c2ba7af45b04531475920888_full.jpg,12,62,3.68,Bom,269909
Umamusume: Pretty Derby,"Drama, Idols, Slice of life, Sports",https://www.crunchyroll.com/umamusume-pretty-derby,https://img1.ak.crunchyroll.com/i/spire1/11d01819ab5ca0f94ebdbc1f82f345181525472777_full.jpg,13,61,4.51,Excelente,269909
Magical Girl Ore,"Comedy, Fantasy, Romance",https://www.crunchyroll.com/magical-girl-ore,https://img1.ak.crunchyroll.com/i/spire4/3c7c9222cfa33e21bdcae187bdd007591521854044_full.jpg,12,61,4.34,Excelente,269909
HANEBADO!,"Drama, Seinen, Sports",https://www.crunchyroll.com/hanebado,https://img1.ak.crunchyroll.com/i/spire3/702604e9981650c67e5d7e3d690d02661532995544_full.jpg,13,61,3.89,Bom,269909
Junji Ito Collection,"Comedy, Drama, Fantasy, Mystery, Supernatural, Thriller",https://www.crunchyroll.com/junji-ito-collection,https://img1.ak.crunchyroll.com/i/spire4/3025f2a7a0017b257753a208b55068481514330222_full.jpg,14,61,3.64,Bom,269909
Himegoto,"Comedy, Harem, Slice of life",https://www.crunchyroll.com/himegoto,https://img1.ak.crunchyroll.com/i/spire2/1702d67dd756f8a3ddee79c4c61946851406669771_full.jpg,13,61,3.59,Bom,269909
Boogiepop and Others,"Drama, Supernatural, Thriller",https://www.crunchyroll.com/boogiepop-and-others,https://img1.ak.crunchyroll.com/i/spire3/3dd26515eb0b0fd2179a1a52237fc4281546554670_full.jpg,18,60,4.22,Excelente,269909
Os Cavaleiros do Zodíaco - Alma de Ouro,"Action, Adventure, Drama, Fantasy, Shonen",https://www.crunchyroll.com/saint-seiya-soul-of-gold,https://img1.ak.crunchyroll.com/i/spire1/3836ce9289d1e8bf10f58e6292591f0e1428604683_full.jpg,13,60,4.18,Excelente,269909
To the Abandoned Sacred Beasts,"Action, Drama, Fantasy, Shonen, Supernatural, Thriller",https://www.crunchyroll.com/to-the-abandoned-sacred-beasts,https://img1.ak.crunchyroll.com/i/spire1/662724f113230f788e456adae05138a11561507530_full.jpg,12,60,3.45,Bom,269909
The Morose Mononokean,"Comedy, Drama, Slice of life, Supernatural",https://www.crunchyroll.com/the-morose-mononokean,https://img1.ak.crunchyroll.com/i/spire4/950bc6ca14531a80d6ebdab73af2c2851548366822_full.jpg,26,59,4.41,Excelente,269909
Qualidea Code,"Action, Supernatural",https://www.crunchyroll.com/qualidea-code,https://img1.ak.crunchyroll.com/i/spire4/fdd04d77c8a008d238a77fb26ae5024b1467144870_full.jpg,12,59,3.49,Bom,269909
makuranodanshi,,https://www.crunchyroll.com/makuranodanshi,https://img1.ak.crunchyroll.com/i/spire2/d8275c93f3ed104ca139392afaa40bd91436996602_full.jpg,12,59,3.29,Bom,269909
Clockwork Planet,"Fantasy, Sci-fi",https://www.crunchyroll.com/clockwork-planet,https://img1.ak.crunchyroll.com/i/spire2/c374bdc67a096a55f109a93908effb7d1491484592_full.jpg,12,59,3.15,Bom,269909
SENGOKU NIGHT BLOOD,"Action, Fantasy, Harem, Historical, Isekai, Romance, Shojo, Supernatural, Thriller",https://www.crunchyroll.com/sengoku-night-blood,https://img1.ak.crunchyroll.com/i/spire4/d81a664ee0254aa34b5fe84e45ba93bb1506970958_full.jpg,12,59,2.9,Neutro,269909
Somali and the Forest Spirit,"Adventure, Drama, Fantasy",https://www.crunchyroll.com/somali-and-the-forest-spirit,https://img1.ak.crunchyroll.com/i/spire1/ca03f9d7a257910e2faa35f5d402eeef1577765593_full.jpg,12,58,4.79,Excelente,269909
Gugure! Kokkuri-san,"Comedy, Slice of life, Supernatural",https://www.crunchyroll.com/gugure-kokkuri-san,https://img1.ak.crunchyroll.com/i/spire1/05b760c7cc8eb1a59e1ba4679a78d6fd1412208964_full.jpg,12,58,4.55,Excelente,269909
Yu-Gi-Oh! VRAINS,"Action, Sci-fi, Shonen",https://www.crunchyroll.com/yu-gi-oh-vrains,https://img1.ak.crunchyroll.com/i/spire4/73548d4b1a4fe23f3710fb85f240c5b01495098296_full.jpg,120,58,4.17,Excelente,269909
Phantasy Star Online 2 The Animation,"Action, Adventure, Fantasy, Sci-fi",https://www.crunchyroll.com/phantasy-star-online-2-the-animation,https://img1.ak.crunchyroll.com/i/spire2/6b8890ab6b1b43a1d537499b803366c21454957227_full.jpg,12,58,3.41,Bom,269909
ISUCA,"Action, Comedy, Romance, Supernatural",https://www.crunchyroll.com/isuca,https://img1.ak.crunchyroll.com/i/spire3/48bc0191fecef518619afec551c714cc1421102011_full.jpg,10,58,2.95,Neutro,269909
HaNaYaMaTa,"Comedy, Seinen, Slice of life",https://www.crunchyroll.com/hanayamata,https://img1.ak.crunchyroll.com/i/spire4/5960f418c00c5cdc1b21989f4eb9034a1404699660_full.jpg,12,57,4.58,Excelente,269909
MYSTERIA Friends,"Fantasy, Slice of life",https://www.crunchyroll.com/mysteria-friends,https://img1.ak.crunchyroll.com/i/spire2/1cf733245a0723e1cf7a6bcb8b0ce28e1547994851_full.jpg,10,57,3.56,Bom,269909
BBK/BRNK,"Action, Drama, Mecha, Sci-fi",https://www.crunchyroll.com/bbkbrnk,https://img1.ak.crunchyroll.com/i/spire2/75a3c8db89390dadc97c555e48dfb7d41452561649_full.jpg,24,57,3.12,Bom,269909
Monogatari S2,"Action, Comedy, Drama, Fantasy, Harem, Supernatural, Thriller",https://www.crunchyroll.com/monogatari-second-season,https://img1.ak.crunchyroll.com/i/spire1/5bdb23c4a980f0a3afbf3f3c749e74fa1372871011_full.jpg,1,56,4.89,Excelente,269909
DAYS,"Drama, Sports",https://www.crunchyroll.com/days,https://img1.ak.crunchyroll.com/i/spire1/a36ac807e1ad56523d0c3ca42e0763a61467463247_full.jpg,24,56,4.32,Excelente,269909
Rewrite,"Action, Drama, Fantasy, Romance",https://www.crunchyroll.com/rewrite,https://img1.ak.crunchyroll.com/i/spire2/769a9f1493a19fa441bc156e5fac74d11467144284_full.jpg,24,56,3.52,Bom,269909
Hitoribocchi no Marumaruseikatsu,"Comedy, Shonen, Slice of life",https://www.crunchyroll.com/hitoribocchi-no-marumaruseikatsu,https://img1.ak.crunchyroll.com/i/spire3/02c4bcdd4923f6683cb849e16f310a8b1554444760_full.jpg,12,55,4.76,Excelente,269909
Wakakozake,"Comedy, Seinen, Slice of life",https://www.crunchyroll.com/wakakozake,https://img1.ak.crunchyroll.com/i/spire3/97b8c2d9f2cdb450a89e44569b9276901439846468_full.jpg,12,55,4.75,Excelente,269909
